,"U1","I1","U2","I2","U3","I3",
"$WaveData"
,525.34E+00,17.537E+00,4.05E+00,-15.427E+00,524.08E+00,14.639E+00,
,-0.62E+00,8.556E+00,-521.09E+00,-25.622E+00,519.19E+00,2.443E+00,
,0.39E+00,18.442E+00,-519.33E+00,-16.304E+00,520.63E+00,13.229E+00,
,-2.15E+00,8.708E+00,-522.91E+00,-30.033E+00,-2.63E+00,1.293E+00,
,0.72E+00,15.138E+00,2.75E+00,-17.022E+00,523.75E+00,11.359E+00,
,-0.85E+00,12.327E+00,-520.08E+00,-23.818E+00,517.99E+00,3.422E+00,
,0.32E+00,17.812E+00,-518.42E+00,-17.741E+00,520.50E+00,9.908E+00,
,-0.62E+00,8.311E+00,-519.14E+00,-24.657E+00,-3.06E+00,-0.378E+00,
,522.44E+00,17.922E+00,2.59E+00,-15.054E+00,520.14E+00,10.155E+00,
,-1.86E+00,12.687E+00,-518.78E+00,-23.729E+00,-2.57E+00,2.632E+00,
,523.52E+00,22.371E+00,2.92E+00,-15.316E+00,521.12E+00,10.367E+00,
,-0.72E+00,11.972E+00,-518.09E+00,-22.749E+00,516.36E+00,1.782E+00,
,1.89E+00,18.604E+00,-515.36E+00,-11.735E+00,519.78E+00,11.190E+00,
,-0.78E+00,11.755E+00,-517.64E+00,-23.336E+00,-3.19E+00,-0.894E+00,
,0.32E+00,19.369E+00,2.65E+00,-15.876E+00,517.11E+00,8.862E+00,
,-8.47E+00,11.753E+00,-519.14E+00,-31.102E+00,-2.54E+00,-5.167E+00,
,1.82E+00,21.936E+00,2.59E+00,-15.857E+00,519.85E+00,7.498E+00,
,-1.01E+00,13.857E+00,-516.56E+00,-24.216E+00,514.44E+00,-1.638E+00,
,517.55E+00,20.724E+00,2.43E+00,-16.155E+00,516.36E+00,5.902E+00,
,-1.11E+00,13.146E+00,-1.06E+00,-23.432E+00,-2.70E+00,0.287E+00,
,518.82E+00,22.111E+00,3.37E+00,-16.439E+00,517.70E+00,7.436E+00,
,-1.40E+00,14.300E+00,-516.30E+00,-21.997E+00,512.58E+00,-1.430E+00,
,517.26E+00,22.743E+00,2.33E+00,-14.328E+00,515.74E+00,5.499E+00,
,-3.39E+00,15.223E+00,-515.62E+00,-22.440E+00,-2.67E+00,-2.236E+00,
,0.03E+00,20.635E+00,1.06E+00,-15.038E+00,514.86E+00,4.738E+00,
,-2.15E+00,15.803E+00,-518.75E+00,-26.472E+00,-2.76E+00,-6.411E+00,
,-0.98E+00,22.171E+00,1.22E+00,-16.637E+00,517.31E+00,3.046E+00,
,-2.28E+00,11.157E+00,-516.73E+00,-20.821E+00,513.40E+00,-5.980E+00,
,515.08E+00,19.764E+00,0.70E+00,-14.183E+00,515.42E+00,2.861E+00,
,-2.51E+00,16.868E+00,-0.57E+00,-22.213E+00,-2.70E+00,-5.714E+00,
,514.85E+00,22.396E+00,1.25E+00,-14.347E+00,514.67E+00,1.181E+00,
,-2.25E+00,16.597E+00,-0.70E+00,-20.250E+00,-2.21E+00,-4.725E+00,
,518.63E+00,23.531E+00,1.22E+00,-13.840E+00,518.15E+00,1.385E+00,
,-2.45E+00,16.874E+00,-517.93E+00,-20.162E+00,514.18E+00,-6.022E+00,
,515.34E+00,24.914E+00,0.73E+00,-10.269E+00,515.71E+00,1.591E+00,
,-5.70E+00,19.477E+00,-519.17E+00,-19.846E+00,-2.47E+00,-8.277E+00,
,0.19E+00,26.105E+00,0.83E+00,-14.283E+00,517.50E+00,-0.332E+00,
,-2.38E+00,16.801E+00,-518.71E+00,-18.070E+00,484.38E+00,-11.543E+00,
,517.00E+00,24.273E+00,0.73E+00,-11.901E+00,517.73E+00,-1.384E+00,
,-11.63E+00,18.117E+00,-0.60E+00,-19.719E+00,-11.56E+00,-7.645E+00,
,517.03E+00,25.356E+00,1.94E+00,-12.086E+00,517.01E+00,-1.873E+00,
,-2.77E+00,17.510E+00,-0.67E+00,-20.676E+00,-2.47E+00,-7.685E+00,
,520.26E+00,26.192E+00,1.19E+00,-11.105E+00,520.07E+00,-3.078E+00,
,-2.51E+00,16.177E+00,-522.39E+00,-18.480E+00,517.47E+00,-10.431E+00,
,518.73E+00,22.747E+00,0.67E+00,-10.957E+00,520.37E+00,-3.087E+00,
,-3.06E+00,19.186E+00,-521.06E+00,-16.167E+00,-2.57E+00,-11.659E+00,
,-0.82E+00,25.911E+00,0.70E+00,-9.476E+00,519.26E+00,-1.216E+00,
,-3.10E+00,19.317E+00,-523.40E+00,-18.500E+00,-2.27E+00,-11.990E+00,
,523.22E+00,27.113E+00,0.80E+00,-9.853E+00,522.55E+00,-3.646E+00,
,519.41E+00,17.591E+00,-0.24E+00,-15.587E+00,519.72E+00,-11.360E+00,
,520.75E+00,23.331E+00,0.83E+00,-9.649E+00,520.73E+00,-5.163E+00,
,-2.87E+00,19.629E+00,-1.12E+00,-15.578E+00,-2.57E+00,-11.905E+00,
,524.43E+00,27.234E+00,1.29E+00,-6.756E+00,524.99E+00,-4.912E+00,
,520.88E+00,17.934E+00,-0.44E+00,-14.362E+00,520.89E+00,-12.210E+00,
,522.67E+00,25.040E+00,0.77E+00,-8.125E+00,523.01E+00,-6.760E+00,
,-3.19E+00,18.510E+00,-526.72E+00,-14.252E+00,-2.34E+00,-13.112E+00,
,522.51E+00,27.009E+00,0.51E+00,-4.109E+00,525.38E+00,-3.573E+00,
,-3.72E+00,20.022E+00,-527.12E+00,-16.968E+00,-2.37E+00,-16.164E+00,
,525.41E+00,25.826E+00,0.60E+00,-6.638E+00,526.75E+00,-6.009E+00,
,523.16E+00,17.315E+00,-0.44E+00,-12.070E+00,523.40E+00,-16.141E+00,
,524.23E+00,24.629E+00,0.54E+00,-4.997E+00,524.41E+00,-7.080E+00,
,-2.90E+00,18.038E+00,-1.68E+00,-13.399E+00,-2.70E+00,-16.806E+00,
,524.07E+00,24.365E+00,1.35E+00,-5.556E+00,524.21E+00,-9.053E+00,
,-2.38E+00,19.317E+00,-0.60E+00,-12.070E+00,-2.21E+00,-15.424E+00,
,526.55E+00,28.051E+00,1.64E+00,-5.442E+00,527.24E+00,-9.682E+00,
,523.58E+00,18.714E+00,-0.60E+00,-9.855E+00,-2.21E+00,-17.033E+00,
,526.25E+00,27.167E+00,527.21E+00,-1.781E+00,525.16E+00,-7.612E+00,
,-5.15E+00,15.591E+00,-1.16E+00,-12.301E+00,-2.50E+00,-19.334E+00,
,527.13E+00,30.105E+00,528.94E+00,-1.451E+00,1.70E+00,-7.579E+00,
,519.05E+00,16.760E+00,-0.63E+00,-8.959E+00,-2.34E+00,-27.720E+00,
,525.76E+00,26.394E+00,527.44E+00,-2.919E+00,525.32E+00,-13.707E+00,
,-4.27E+00,19.311E+00,-1.35E+00,-8.183E+00,-2.76E+00,-19.536E+00,
,524.13E+00,24.799E+00,1.51E+00,-0.629E+00,524.11E+00,-13.079E+00,
,-2.93E+00,19.841E+00,-1.09E+00,-8.803E+00,-2.37E+00,-18.542E+00,
,525.41E+00,25.371E+00,1.03E+00,0.261E+00,526.85E+00,-13.073E+00,
,521.14E+00,18.764E+00,-0.70E+00,-7.600E+00,-2.63E+00,-19.509E+00,
,523.16E+00,24.072E+00,524.12E+00,1.584E+00,523.46E+00,-9.709E+00,
,-3.16E+00,16.182E+00,-0.90E+00,-10.830E+00,-2.47E+00,-20.725E+00,
,522.24E+00,27.500E+00,524.41E+00,1.813E+00,-1.17E+00,-9.953E+00,
,-2.38E+00,17.200E+00,-1.03E+00,-6.964E+00,-2.24E+00,-21.943E+00,
,523.65E+00,26.317E+00,525.68E+00,2.422E+00,523.95E+00,-13.287E+00,
,519.54E+00,17.728E+00,-0.83E+00,-5.791E+00,520.17E+00,-20.835E+00,
,521.23E+00,22.597E+00,0.51E+00,2.156E+00,521.61E+00,-14.042E+00,
,-2.80E+00,15.990E+00,-3.08E+00,-3.728E+00,-2.70E+00,-22.298E+00,
,523.19E+00,21.622E+00,1.12E+00,1.731E+00,524.50E+00,-15.981E+00,
,518.46E+00,16.583E+00,-1.09E+00,-2.378E+00,-1.59E+00,-21.057E+00,
,520.68E+00,22.824E+00,521.03E+00,3.044E+00,521.05E+00,-14.609E+00,
,-5.74E+00,15.913E+00,-4.09E+00,-3.672E+00,-1.75E+00,-21.251E+00,
,519.34E+00,23.880E+00,521.06E+00,6.332E+00,0.53E+00,-10.121E+00,
,-2.74E+00,16.475E+00,-2.26E+00,-2.399E+00,-0.65E+00,-25.462E+00,
,521.10E+00,23.076E+00,521.68E+00,6.076E+00,1.41E+00,-14.692E+00,
,517.03E+00,16.071E+00,-2.36E+00,-1.944E+00,-0.74E+00,-24.232E+00,
,518.46E+00,21.581E+00,518.97E+00,4.730E+00,520.04E+00,-15.640E+00,
,-9.48E+00,15.363E+00,-3.08E+00,-0.109E+00,-5.99E+00,-23.625E+00,
,517.58E+00,20.837E+00,0.02E+00,7.698E+00,519.78E+00,-16.185E+00,
,-2.38E+00,14.747E+00,-3.18E+00,1.139E+00,-0.52E+00,-21.920E+00,
,520.58E+00,21.504E+00,517.25E+00,9.235E+00,522.55E+00,-11.539E+00,
,515.01E+00,13.367E+00,515.26E+00,1.413E+00,-0.71E+00,-23.465E+00,
,516.74E+00,18.751E+00,517.15E+00,7.623E+00,0.59E+00,-16.183E+00,
,-3.29E+00,13.487E+00,-2.43E+00,-0.186E+00,-0.61E+00,-26.524E+00,
,520.09E+00,22.275E+00,520.47E+00,10.044E+00,0.79E+00,-12.967E+00,
,513.84E+00,13.367E+00,514.19E+00,2.228E+00,-0.58E+00,-24.970E+00,
,516.18E+00,19.398E+00,516.40E+00,8.318E+00,0.53E+00,-16.601E+00,
,-2.51E+00,11.377E+00,-2.49E+00,0.729E+00,-0.61E+00,-28.686E+00,
,516.05E+00,18.466E+00,514.74E+00,9.915E+00,517.37E+00,-16.195E+00,
,-3.06E+00,9.826E+00,-2.91E+00,3.903E+00,-0.71E+00,-25.109E+00,
,516.15E+00,19.020E+00,514.28E+00,10.319E+00,518.58E+00,-10.836E+00,
,512.53E+00,9.610E+00,512.59E+00,4.728E+00,-0.45E+00,-23.487E+00,
,514.10E+00,15.128E+00,514.38E+00,10.327E+00,0.62E+00,-15.268E+00,
,-2.67E+00,10.491E+00,-2.39E+00,5.928E+00,-0.42E+00,-23.677E+00,
,513.22E+00,19.271E+00,513.34E+00,13.083E+00,0.62E+00,-14.873E+00,
,-2.31E+00,3.861E+00,-2.23E+00,0.267E+00,-0.35E+00,-26.198E+00,
,515.96E+00,17.600E+00,516.47E+00,12.869E+00,2.64E+00,-13.940E+00,
,511.78E+00,8.225E+00,-2.49E+00,6.396E+00,-0.45E+00,-25.215E+00,
,514.75E+00,15.695E+00,512.92E+00,11.933E+00,515.91E+00,-18.039E+00,
,-3.52E+00,7.444E+00,-3.76E+00,7.840E+00,-444.47E+00,-26.531E+00,
,517.03E+00,15.926E+00,517.25E+00,15.254E+00,515.64E+00,-12.071E+00,
,511.33E+00,8.232E+00,511.22E+00,8.534E+00,-0.48E+00,-23.134E+00,
,514.49E+00,19.113E+00,514.68E+00,18.769E+00,0.66E+00,-11.541E+00,
,-2.67E+00,7.918E+00,-2.39E+00,7.944E+00,-0.32E+00,-23.984E+00,
,513.45E+00,15.138E+00,513.41E+00,15.853E+00,0.59E+00,-14.341E+00,
,-2.84E+00,4.930E+00,-2.36E+00,9.239E+00,-0.84E+00,-24.824E+00,
,516.64E+00,12.234E+00,516.34E+00,15.447E+00,0.62E+00,-18.266E+00,
,513.90E+00,5.477E+00,513.67E+00,9.487E+00,-0.29E+00,-23.498E+00,
,514.91E+00,11.637E+00,514.68E+00,16.150E+00,0.88E+00,-15.885E+00,
,-5.87E+00,2.502E+00,-2.75E+00,6.885E+00,-160.63E+00,-28.296E+00,
,515.01E+00,11.011E+00,515.00E+00,16.506E+00,1.63E+00,-16.781E+00,
,-2.45E+00,2.360E+00,-2.00E+00,3.067E+00,-520.23E+00,-24.793E+00,
,517.91E+00,11.065E+00,536.07E+00,18.943E+00,0.79E+00,-15.428E+00,
,515.66E+00,2.940E+00,515.16E+00,10.261E+00,-0.29E+00,-23.689E+00,
,517.00E+00,8.716E+00,516.92E+00,18.550E+00,0.82E+00,-15.719E+00,
,-5.08E+00,-1.226E+00,-5.26E+00,9.714E+00,-2.89E+00,-27.084E+00,
,519.54E+00,13.248E+00,519.85E+00,21.129E+00,1.21E+00,-15.869E+00,
,517.32E+00,1.851E+00,517.28E+00,13.187E+00,-0.32E+00,-24.331E+00,
,519.08E+00,8.816E+00,519.30E+00,19.097E+00,0.85E+00,-14.873E+00,
,-2.77E+00,1.389E+00,-5.75E+00,11.513E+00,-521.40E+00,-25.926E+00,
,519.18E+00,7.859E+00,519.95E+00,19.409E+00,2.58E+00,-17.598E+00,
,-2.31E+00,2.550E+00,-2.43E+00,12.775E+00,-524.69E+00,-24.450E+00,
,-1.30E+00,9.313E+00,523.50E+00,20.959E+00,0.75E+00,-10.940E+00,
,-2.02E+00,0.678E+00,515.23E+00,13.754E+00,-523.06E+00,-23.872E+00,
,522.54E+00,7.493E+00,521.97E+00,20.645E+00,1.05E+00,-15.231E+00,
,-5.74E+00,0.545E+00,-6.11E+00,15.458E+00,0.01E+00,-22.519E+00,
,522.02E+00,6.512E+00,522.00E+00,21.321E+00,1.57E+00,-13.289E+00,
,-2.22E+00,-1.037E+00,-2.10E+00,15.724E+00,-0.22E+00,-25.504E+00,
,526.38E+00,7.194E+00,526.11E+00,22.038E+00,3.56E+00,-14.540E+00,
,-2.38E+00,-1.232E+00,521.74E+00,15.256E+00,-525.34E+00,-21.436E+00,
,524.07E+00,5.069E+00,524.54E+00,21.601E+00,0.85E+00,-14.653E+00,
,-2.45E+00,-2.787E+00,-2.72E+00,14.805E+00,-527.62E+00,-25.217E+00,
,0.36E+00,6.718E+00,527.28E+00,24.324E+00,2.32E+00,-13.391E+00,
,-0.85E+00,-4.875E+00,524.12E+00,15.015E+00,-525.41E+00,-22.005E+00,
,526.90E+00,2.211E+00,525.33E+00,24.051E+00,1.80E+00,-13.462E+00,
,-4.24E+00,-6.459E+00,-4.71E+00,18.203E+00,0.59E+00,-20.101E+00,
,527.26E+00,1.745E+00,525.39E+00,23.710E+00,2.58E+00,-10.915E+00,
,-1.08E+00,-12.960E+00,-2.56E+00,8.351E+00,-0.94E+00,-22.209E+00,
,530.72E+00,1.905E+00,528.42E+00,23.432E+00,2.64E+00,-10.063E+00,
,-0.85E+00,-6.386E+00,522.69E+00,14.145E+00,-526.19E+00,-19.854E+00,
,527.98E+00,0.970E+00,528.19E+00,24.043E+00,2.45E+00,-12.017E+00,
,-0.78E+00,-8.103E+00,-2.75E+00,14.383E+00,-525.83E+00,-22.217E+00,
,0.65E+00,0.624E+00,525.55E+00,23.388E+00,2.45E+00,-12.871E+00,
,-0.65E+00,-10.207E+00,-2.23E+00,17.486E+00,-528.56E+00,-19.268E+00,
,0.42E+00,-1.536E+00,528.81E+00,24.095E+00,2.35E+00,-12.275E+00,
,-0.62E+00,-9.694E+00,523.66E+00,18.182E+00,-525.21E+00,-18.688E+00,
,528.37E+00,-0.496E+00,527.93E+00,27.421E+00,2.48E+00,-8.267E+00,
,-0.85E+00,-12.964E+00,-2.95E+00,15.029E+00,1.50E+00,-20.232E+00,
,528.21E+00,-0.176E+00,525.91E+00,28.797E+00,2.64E+00,-8.545E+00,
,-0.52E+00,-10.679E+00,521.94E+00,16.934E+00,-524.14E+00,-20.608E+00,
,526.84E+00,-1.924E+00,525.39E+00,25.584E+00,2.68E+00,-10.001E+00,
,-0.62E+00,-9.989E+00,-2.59E+00,14.938E+00,-523.39E+00,-22.271E+00,
,0.65E+00,0.826E+00,523.14E+00,25.108E+00,3.00E+00,-8.924E+00,
,-0.52E+00,-14.336E+00,-2.36E+00,16.768E+00,-525.05E+00,-17.958E+00,
,1.20E+00,-1.114E+00,525.42E+00,26.110E+00,2.90E+00,-6.512E+00,
,-0.65E+00,-13.016E+00,520.54E+00,17.303E+00,-522.02E+00,-17.534E+00,
,0.62E+00,-2.650E+00,522.52E+00,23.827E+00,-520.72E+00,-10.067E+00,
,-0.52E+00,-19.579E+00,-2.91E+00,19.137E+00,-521.37E+00,-17.411E+00,
,524.85E+00,-1.997E+00,523.21E+00,28.155E+00,3.13E+00,-6.473E+00,
,-1.40E+00,-20.085E+00,-2.36E+00,12.948E+00,-521.79E+00,-19.076E+00,
,526.09E+00,-3.213E+00,524.28E+00,26.549E+00,3.10E+00,-8.202E+00,
,-0.56E+00,-14.652E+00,519.07E+00,17.841E+00,-520.46E+00,-15.098E+00,
,0.62E+00,-6.295E+00,520.73E+00,23.895E+00,-519.02E+00,-6.974E+00,
,-1.08E+00,-14.561E+00,-2.52E+00,16.662E+00,-519.87E+00,-17.245E+00,
,1.20E+00,-5.371E+00,519.63E+00,24.908E+00,2.74E+00,-6.818E+00,
,-0.59E+00,-16.313E+00,515.36E+00,17.240E+00,-523.06E+00,-14.913E+00,
,0.72E+00,-7.933E+00,523.37E+00,26.938E+00,-514.76E+00,-5.585E+00,
,-523.06E+00,-14.078E+00,-2.82E+00,17.390E+00,-520.91E+00,-12.909E+00,
,0.52E+00,-1.313E+00,518.55E+00,29.735E+00,2.55E+00,-4.386E+00,
,-521.66E+00,-19.567E+00,-4.80E+00,18.989E+00,-520.19E+00,-13.906E+00,
,5.70E+00,-10.380E+00,520.93E+00,28.903E+00,2.68E+00,-4.839E+00,
,-0.49E+00,-15.388E+00,516.27E+00,17.465E+00,-517.49E+00,-10.782E+00,
,0.65E+00,-8.783E+00,518.13E+00,23.870E+00,-516.35E+00,-2.920E+00,
,-0.62E+00,-17.432E+00,-2.49E+00,17.691E+00,-517.04E+00,-12.950E+00,
,0.65E+00,-11.436E+00,517.15E+00,24.029E+00,2.71E+00,-3.251E+00,
,-0.78E+00,-17.162E+00,-2.17E+00,15.851E+00,-519.12E+00,-10.751E+00,
,1.27E+00,-10.727E+00,520.21E+00,24.137E+00,2.81E+00,2.085E+00,
,-519.51E+00,-18.891E+00,-2.65E+00,17.317E+00,-517.07E+00,-8.934E+00,
,0.81E+00,-10.777E+00,516.24E+00,25.825E+00,-514.53E+00,-0.879E+00,
,-518.79E+00,-21.108E+00,-5.29E+00,16.071E+00,-516.74E+00,-9.495E+00,
,1.17E+00,-9.964E+00,10.31E+00,25.979E+00,4.34E+00,-0.016E+00,
,-517.59E+00,-30.997E+00,-2.17E+00,14.247E+00,-515.15E+00,-8.951E+00,
,0.98E+00,-12.411E+00,515.59E+00,25.122E+00,-512.74E+00,0.557E+00,
,-0.36E+00,-19.910E+00,-5.72E+00,17.070E+00,-514.56E+00,-8.938E+00,
,0.91E+00,-11.178E+00,514.48E+00,23.937E+00,5.35E+00,2.771E+00,
,-0.13E+00,-21.039E+00,-2.36E+00,17.673E+00,-516.97E+00,-6.244E+00,
,1.01E+00,-14.018E+00,517.64E+00,25.557E+00,2.77E+00,5.245E+00,
,-516.12E+00,-19.889E+00,-2.20E+00,17.130E+00,-514.10E+00,-6.458E+00,
,0.72E+00,-11.459E+00,514.90E+00,24.076E+00,-513.22E+00,3.422E+00,
,-515.96E+00,-19.939E+00,-2.78E+00,17.587E+00,-514.23E+00,-4.448E+00,
,3.55E+00,-14.744E+00,-0.41E+00,22.454E+00,4.01E+00,1.780E+00,
,-518.40E+00,-20.369E+00,-2.59E+00,14.289E+00,-516.64E+00,-7.354E+00,
,1.53E+00,-9.093E+00,0.15E+00,22.991E+00,2.61E+00,2.865E+00,
,-514.66E+00,-22.935E+00,-0.54E+00,15.291E+00,-515.24E+00,-5.554E+00,
,2.34E+00,-14.993E+00,516.79E+00,20.911E+00,-514.01E+00,3.827E+00,
,0.26E+00,-25.538E+00,-0.96E+00,14.659E+00,-516.91E+00,-6.307E+00,
,2.34E+00,-15.729E+00,519.10E+00,22.394E+00,2.71E+00,8.465E+00,
,-518.01E+00,-23.883E+00,-1.55E+00,15.314E+00,-517.13E+00,-2.054E+00,
,2.41E+00,-10.498E+00,518.75E+00,23.288E+00,-509.45E+00,6.064E+00,
,-516.94E+00,-23.567E+00,-2.17E+00,14.401E+00,-517.07E+00,-2.548E+00,
,1.20E+00,-15.049E+00,0.60E+00,21.352E+00,2.87E+00,6.376E+00,
,-520.94E+00,-28.083E+00,-4.48E+00,12.688E+00,-519.97E+00,-3.621E+00,
,2.21E+00,-15.407E+00,4.54E+00,22.425E+00,2.77E+00,7.567E+00,
,-518.11E+00,-24.386E+00,-0.67E+00,11.712E+00,-518.70E+00,-0.538E+00,
,2.41E+00,-14.488E+00,521.16E+00,19.287E+00,-516.87E+00,6.952E+00,
,1.04E+00,-24.748E+00,-8.26E+00,12.478E+00,-519.18E+00,0.574E+00,
,3.26E+00,-15.523E+00,521.16E+00,20.655E+00,5.97E+00,9.093E+00,
,-522.05E+00,-24.692E+00,-1.48E+00,12.313E+00,-521.69E+00,2.229E+00,
,2.96E+00,-15.550E+00,523.37E+00,22.693E+00,2.74E+00,12.157E+00,
,-521.20E+00,-22.900E+00,-0.57E+00,11.421E+00,-521.04E+00,2.620E+00,
,-519.74E+00,-17.105E+00,0.51E+00,17.346E+00,-519.58E+00,8.205E+00,
,-524.56E+00,-29.349E+00,-0.83E+00,7.168E+00,-524.04E+00,0.100E+00,
,3.45E+00,-17.151E+00,3.18E+00,20.239E+00,4.86E+00,11.548E+00,
,-522.83E+00,-27.070E+00,-0.47E+00,7.715E+00,-522.70E+00,-0.686E+00,
,-520.98E+00,-17.521E+00,0.51E+00,17.504E+00,-520.52E+00,10.309E+00,
,-523.00E+00,-23.112E+00,-0.31E+00,9.784E+00,-525.18E+00,3.638E+00,
,5.99E+00,-15.633E+00,531.71E+00,16.620E+00,1.96E+00,13.024E+00,
,-525.93E+00,-26.390E+00,-3.27E+00,8.971E+00,-539.02E+00,4.885E+00,
,2.96E+00,-13.313E+00,528.84E+00,18.440E+00,2.87E+00,15.909E+00,
,-524.95E+00,-24.746E+00,-0.47E+00,8.447E+00,-525.05E+00,5.037E+00,
,-523.75E+00,-15.787E+00,0.57E+00,15.553E+00,-523.65E+00,12.618E+00,
,-525.44E+00,-25.517E+00,-0.41E+00,10.419E+00,-525.21E+00,7.536E+00,
,2.31E+00,-15.825E+00,1.87E+00,17.357E+00,2.45E+00,14.849E+00,
,-527.79E+00,-27.995E+00,-0.37E+00,5.814E+00,-528.79E+00,6.301E+00,
,2.34E+00,-18.629E+00,0.77E+00,16.098E+00,2.51E+00,15.504E+00,
,-526.35E+00,-23.342E+00,-0.47E+00,7.902E+00,-526.42E+00,8.569E+00,
,-525.08E+00,-16.814E+00,0.73E+00,14.674E+00,-525.11E+00,15.368E+00,
,-526.19E+00,-26.328E+00,-524.67E+00,4.223E+00,-528.96E+00,6.686E+00,
,2.57E+00,-17.193E+00,530.50E+00,12.765E+00,2.77E+00,15.707E+00,
,-529.16E+00,-24.112E+00,-531.51E+00,5.683E+00,-527.23E+00,9.490E+00,
,-524.37E+00,-16.858E+00,0.57E+00,15.811E+00,2.68E+00,18.410E+00,
,-526.42E+00,-21.525E+00,-1.38E+00,4.462E+00,-526.68E+00,10.307E+00,
,4.40E+00,-15.717E+00,1.74E+00,11.937E+00,3.75E+00,19.089E+00,
,-529.38E+00,-29.284E+00,-1.12E+00,4.040E+00,-528.73E+00,9.280E+00,
,2.51E+00,-19.315E+00,1.61E+00,12.792E+00,2.61E+00,23.694E+00,
,-525.60E+00,-23.162E+00,-0.24E+00,3.379E+00,-525.73E+00,10.219E+00,
,-523.84E+00,-13.028E+00,0.77E+00,12.297E+00,-524.01E+00,20.033E+00,
,-525.67E+00,-28.968E+00,-526.46E+00,-0.999E+00,-524.95E+00,7.796E+00,
,2.25E+00,-17.203E+00,0.70E+00,9.901E+00,2.94E+00,19.470E+00,
,-531.63E+00,-26.139E+00,-529.59E+00,0.683E+00,-524.27E+00,8.868E+00,
,2.28E+00,-7.785E+00,0.77E+00,18.295E+00,9.61E+00,26.523E+00,
,-523.58E+00,-26.345E+00,-0.11E+00,1.205E+00,-524.27E+00,11.535E+00,
,-522.35E+00,-18.355E+00,0.90E+00,9.495E+00,-522.47E+00,19.707E+00,
,-525.28E+00,-24.561E+00,-2.62E+00,0.068E+00,-526.38E+00,13.150E+00,
,2.48E+00,-13.937E+00,4.48E+00,8.946E+00,2.42E+00,22.033E+00,
,-523.58E+00,-23.555E+00,-0.28E+00,0.631E+00,-523.94E+00,13.186E+00,
,-520.23E+00,-13.538E+00,0.77E+00,7.752E+00,-520.10E+00,21.453E+00,
,-522.25E+00,-26.053E+00,-523.44E+00,-2.626E+00,-522.25E+00,13.019E+00,
,3.35E+00,-13.453E+00,1.22E+00,6.455E+00,2.45E+00,21.023E+00,
,-524.37E+00,-24.068E+00,-526.33E+00,-2.694E+00,1.11E+00,10.918E+00,
,2.61E+00,-13.014E+00,1.12E+00,10.508E+00,2.84E+00,24.390E+00,
,-520.81E+00,-23.621E+00,-522.39E+00,-0.979E+00,-523.00E+00,14.722E+00,
,-519.41E+00,-12.074E+00,3.18E+00,6.394E+00,2.02E+00,25.716E+00,
,-520.19E+00,-23.831E+00,1.29E+00,-5.743E+00,-521.92E+00,14.549E+00,
,2.48E+00,-13.255E+00,3.11E+00,6.937E+00,0.88E+00,25.430E+00,
,-522.25E+00,-23.195E+00,-0.57E+00,-4.217E+00,-524.04E+00,15.000E+00,
,2.34E+00,-12.382E+00,4.67E+00,3.133E+00,0.85E+00,23.178E+00,
,-522.18E+00,-23.288E+00,-519.49E+00,-5.677E+00,-521.01E+00,12.758E+00,
,-516.74E+00,-14.737E+00,2.10E+00,3.788E+00,0.95E+00,21.413E+00,
,-520.13E+00,-20.860E+00,-520.44E+00,-4.947E+00,-0.48E+00,12.446E+00,
,2.54E+00,-11.286E+00,2.62E+00,6.436E+00,3.10E+00,24.987E+00,
,-518.96E+00,-20.661E+00,-519.01E+00,-5.633E+00,-0.19E+00,16.645E+00,
,-516.25E+00,-13.234E+00,-515.78E+00,2.426E+00,0.95E+00,25.267E+00,
,-517.69E+00,-19.835E+00,-517.51E+00,-8.046E+00,-519.90E+00,17.757E+00,
,2.64E+00,-13.288E+00,2.49E+00,-0.937E+00,0.72E+00,24.995E+00,
,-518.66E+00,-25.330E+00,1.48E+00,-12.997E+00,-520.62E+00,14.129E+00,
,2.31E+00,-11.642E+00,5.55E+00,1.397E+00,0.56E+00,26.496E+00,
,-518.34E+00,-18.033E+00,-520.41E+00,-7.045E+00,-518.63E+00,15.161E+00,
,-513.61E+00,-10.719E+00,2.23E+00,-0.384E+00,1.14E+00,23.625E+00,
,-515.99E+00,-22.087E+00,-515.98E+00,-11.477E+00,-0.22E+00,14.412E+00,
,3.84E+00,-8.340E+00,3.27E+00,-0.783E+00,1.37E+00,23.960E+00,
,-517.46E+00,-17.542E+00,-517.67E+00,-9.547E+00,-0.52E+00,16.264E+00,
,2.34E+00,-3.455E+00,2.69E+00,7.322E+00,0.75E+00,26.916E+00,
,-516.09E+00,-17.517E+00,-515.03E+00,-7.682E+00,-517.91E+00,18.632E+00,
,-513.42E+00,-11.696E+00,2.23E+00,-2.771E+00,0.53E+00,25.943E+00,
,-516.06E+00,-19.363E+00,0.28E+00,-13.372E+00,-517.98E+00,13.537E+00,
,2.51E+00,-10.548E+00,2.98E+00,-3.772E+00,0.66E+00,24.432E+00,
,-518.08E+00,-20.725E+00,-522.78E+00,-16.743E+00,-517.85E+00,8.887E+00,
,-510.26E+00,-8.866E+00,2.75E+00,-4.776E+00,2.48E+00,25.496E+00,
,-514.59E+00,-20.430E+00,-514.81E+00,-12.792E+00,-0.48E+00,18.017E+00,
,2.77E+00,-8.376E+00,2.88E+00,-3.697E+00,0.85E+00,25.787E+00,
