,"U1","I1","U2","I2","U3","I3",
"$WaveData"
,514.75E+00,-0.425E+00,514.38E+00,13.278E+00,-0.13E+00,-23.070E+00,
,515.86E+00,5.683E+00,515.65E+00,18.987E+00,0.79E+00,-16.935E+00,
,-2.93E+00,0.660E+00,-3.76E+00,14.200E+00,-517.72E+00,-24.782E+00,
,515.43E+00,6.649E+00,515.46E+00,20.064E+00,4.43E+00,-16.251E+00,
,-2.28E+00,-1.122E+00,-2.52E+00,15.364E+00,-519.87E+00,-24.038E+00,
,0.23E+00,6.311E+00,518.52E+00,24.295E+00,0.88E+00,-13.632E+00,
,-0.72E+00,-3.340E+00,514.15E+00,16.354E+00,-516.81E+00,-22.128E+00,
,520.13E+00,4.824E+00,520.24E+00,22.953E+00,2.28E+00,-14.728E+00,
,-3.55E+00,-2.513E+00,-6.46E+00,16.826E+00,1.28E+00,-20.658E+00,
,518.56E+00,3.654E+00,517.51E+00,24.825E+00,2.48E+00,-13.574E+00,
,-0.75E+00,-4.781E+00,-2.23E+00,16.057E+00,1.41E+00,-25.192E+00,
,520.71E+00,4.689E+00,519.14E+00,23.885E+00,2.87E+00,-13.597E+00,
,-3.91E+00,-3.234E+00,517.22E+00,14.543E+00,-522.18E+00,-22.754E+00,
,520.32E+00,2.531E+00,520.15E+00,21.930E+00,2.28E+00,-15.301E+00,
,-2.51E+00,-4.180E+00,-9.82E+00,16.333E+00,-522.44E+00,-21.714E+00,
,0.94E+00,1.712E+00,522.39E+00,23.981E+00,5.02E+00,-11.514E+00,
,-0.69E+00,-5.091E+00,519.43E+00,17.082E+00,-520.55E+00,-19.912E+00,
,522.31E+00,0.768E+00,521.38E+00,23.319E+00,1.57E+00,-12.697E+00,
,-6.84E+00,-6.754E+00,-10.24E+00,17.958E+00,1.14E+00,-18.929E+00,
,523.22E+00,1.177E+00,521.35E+00,28.059E+00,2.77E+00,-10.657E+00,
,-0.95E+00,-9.604E+00,-2.46E+00,16.076E+00,-1.49E+00,-23.733E+00,
,525.28E+00,-0.313E+00,523.89E+00,26.672E+00,2.74E+00,-7.990E+00,
,-0.85E+00,-8.074E+00,519.82E+00,11.442E+00,-523.45E+00,-19.051E+00,
,525.05E+00,0.855E+00,553.56E+00,24.320E+00,2.45E+00,-10.477E+00,
,-0.69E+00,-10.259E+00,-2.65E+00,15.984E+00,-523.81E+00,-23.178E+00,
,0.52E+00,-1.523E+00,523.37E+00,24.713E+00,2.51E+00,-11.994E+00,
,-0.56E+00,-9.484E+00,-2.26E+00,18.669E+00,-527.10E+00,-18.773E+00,
,0.72E+00,-3.028E+00,527.05E+00,25.097E+00,2.42E+00,-10.456E+00,
,-0.59E+00,-10.789E+00,523.83E+00,18.293E+00,-524.95E+00,-18.783E+00,
,528.18E+00,-5.139E+00,528.06E+00,25.892E+00,2.55E+00,-10.504E+00,
,-0.72E+00,-12.893E+00,-2.46E+00,18.908E+00,1.63E+00,-19.180E+00,
,529.80E+00,-1.800E+00,527.41E+00,26.462E+00,3.23E+00,-8.236E+00,
,-0.59E+00,-11.879E+00,489.60E+00,11.013E+00,-527.13E+00,-23.103E+00,
,528.63E+00,-3.463E+00,529.07E+00,30.673E+00,2.51E+00,-9.574E+00,
,-0.98E+00,-13.409E+00,-2.49E+00,17.899E+00,-526.45E+00,-18.615E+00,
,1.04E+00,-6.014E+00,526.20E+00,24.896E+00,2.51E+00,-8.934E+00,
,-0.85E+00,-12.532E+00,-2.65E+00,18.353E+00,-529.35E+00,-17.185E+00,
,0.72E+00,-6.016E+00,529.69E+00,30.663E+00,2.71E+00,-2.322E+00,
,-0.43E+00,-15.719E+00,525.19E+00,18.253E+00,-526.32E+00,-14.478E+00,
,0.52E+00,-4.218E+00,526.69E+00,24.519E+00,-525.37E+00,-6.199E+00,
,-0.56E+00,-16.511E+00,-2.59E+00,17.829E+00,-526.19E+00,-13.299E+00,
,536.35E+00,-6.240E+00,528.68E+00,30.126E+00,7.17E+00,-2.301E+00,
,-0.29E+00,-16.744E+00,-2.23E+00,18.419E+00,-526.48E+00,-19.588E+00,
,528.92E+00,-6.324E+00,528.00E+00,28.646E+00,2.58E+00,-4.259E+00,
,-0.49E+00,-17.451E+00,-1.87E+00,18.991E+00,-524.98E+00,-11.291E+00,
,0.62E+00,-9.471E+00,525.26E+00,25.058E+00,1.99E+00,-5.109E+00,
,-1.11E+00,-21.411E+00,-2.43E+00,17.145E+00,-527.20E+00,-14.231E+00,
,3.88E+00,-7.677E+00,527.47E+00,25.796E+00,2.74E+00,-1.544E+00,
,-0.46E+00,-18.189E+00,522.52E+00,16.722E+00,-524.14E+00,-12.586E+00,
,0.62E+00,-7.550E+00,524.58E+00,24.867E+00,-522.47E+00,-3.592E+00,
,-525.11E+00,-22.301E+00,-3.31E+00,17.847E+00,-523.87E+00,-11.726E+00,
,1.73E+00,-9.794E+00,523.14E+00,30.249E+00,2.58E+00,1.557E+00,
,-528.18E+00,-17.559E+00,-4.77E+00,15.077E+00,-525.47E+00,-13.181E+00,
,2.12E+00,-9.020E+00,523.76E+00,24.892E+00,2.61E+00,4.470E+00,
,-0.26E+00,-20.517E+00,520.80E+00,18.538E+00,-522.21E+00,-10.009E+00,
,1.14E+00,-13.866E+00,522.62E+00,24.856E+00,-520.49E+00,-0.879E+00,
,-0.49E+00,-19.243E+00,-2.49E+00,15.158E+00,-521.46E+00,-10.587E+00,
,0.85E+00,-10.631E+00,521.61E+00,23.274E+00,2.68E+00,-1.702E+00,
,-0.29E+00,-20.596E+00,-1.94E+00,17.084E+00,-524.04E+00,-6.618E+00,
,0.75E+00,-13.889E+00,525.39E+00,23.739E+00,2.84E+00,-0.871E+00,
,-521.92E+00,-19.068E+00,-2.43E+00,17.627E+00,-520.26E+00,-7.541E+00,
,0.75E+00,-8.220E+00,520.37E+00,26.339E+00,-518.99E+00,0.298E+00,
,-524.04E+00,-23.029E+00,-4.48E+00,17.577E+00,-522.51E+00,-6.988E+00,
,0.94E+00,-14.367E+00,0.02E+00,26.861E+00,5.41E+00,2.570E+00,
,-521.37E+00,-18.600E+00,-2.13E+00,15.784E+00,-519.67E+00,-5.675E+00,
,2.48E+00,-12.974E+00,521.35E+00,22.824E+00,-517.98E+00,0.890E+00,
,-0.65E+00,-22.272E+00,-2.23E+00,15.158E+00,-518.63E+00,-6.961E+00,
,1.50E+00,-14.781E+00,518.84E+00,21.358E+00,2.81E+00,2.179E+00,
,0.36E+00,-22.220E+00,-2.23E+00,16.787E+00,-520.98E+00,-5.051E+00,
,2.34E+00,-14.981E+00,522.92E+00,23.531E+00,3.03E+00,3.195E+00,
,-518.57E+00,-22.681E+00,-0.86E+00,14.524E+00,-522.05E+00,-4.980E+00,
,2.08E+00,-3.841E+00,519.66E+00,28.681E+00,-514.49E+00,3.711E+00,
,-517.29E+00,-21.833E+00,-0.67E+00,15.635E+00,-516.91E+00,-3.625E+00,
,2.25E+00,-13.665E+00,0.57E+00,23.390E+00,2.77E+00,3.940E+00,
,-518.83E+00,-31.762E+00,-3.34E+00,15.651E+00,-519.51E+00,-2.320E+00,
,1.86E+00,-15.787E+00,6.27E+00,22.196E+00,2.61E+00,6.033E+00,
,-515.89E+00,-22.831E+00,-0.67E+00,10.897E+00,-516.32E+00,-2.394E+00,
,2.41E+00,-12.725E+00,517.87E+00,20.832E+00,-514.59E+00,4.989E+00,
,1.11E+00,-23.852E+00,-2.46E+00,14.008E+00,-517.52E+00,-2.076E+00,
,3.09E+00,-16.985E+00,519.59E+00,20.376E+00,3.62E+00,8.259E+00,
,-518.14E+00,-23.074E+00,-3.44E+00,13.185E+00,-532.02E+00,-0.409E+00,
,2.51E+00,-12.322E+00,517.54E+00,22.610E+00,-513.35E+00,7.450E+00,
,-514.59E+00,-22.367E+00,-1.77E+00,12.280E+00,-514.49E+00,-0.162E+00,
,10.00E+00,-14.515E+00,0.57E+00,22.298E+00,10.85E+00,9.633E+00,
,-517.52E+00,-28.278E+00,-3.27E+00,9.489E+00,-516.94E+00,1.996E+00,
,2.15E+00,-16.633E+00,0.37E+00,19.364E+00,2.87E+00,9.743E+00,
,-514.10E+00,-25.854E+00,-0.80E+00,8.170E+00,-515.57E+00,0.597E+00,
,2.31E+00,-16.486E+00,517.67E+00,17.858E+00,-513.06E+00,10.188E+00,
,1.33E+00,-23.284E+00,-1.06E+00,11.631E+00,-514.66E+00,2.738E+00,
,2.38E+00,-16.149E+00,516.86E+00,18.567E+00,3.13E+00,10.319E+00,
,-516.81E+00,-24.893E+00,-6.86E+00,11.808E+00,-517.04E+00,4.328E+00,
,3.16E+00,-16.995E+00,518.94E+00,19.659E+00,2.64E+00,10.812E+00,
,-515.57E+00,-23.981E+00,-0.57E+00,11.226E+00,-515.24E+00,4.690E+00,
,-514.26E+00,-17.278E+00,0.60E+00,17.361E+00,-514.17E+00,11.138E+00,
,-519.93E+00,-24.112E+00,-1.48E+00,10.142E+00,-518.86E+00,4.251E+00,
,2.48E+00,-17.744E+00,1.78E+00,17.380E+00,3.98E+00,13.302E+00,
,-516.45E+00,-25.006E+00,-0.47E+00,10.392E+00,-516.22E+00,6.226E+00,
,-514.95E+00,-19.159E+00,0.51E+00,16.179E+00,-515.05E+00,12.972E+00,
,-516.58E+00,-26.232E+00,-0.44E+00,6.061E+00,-519.02E+00,4.295E+00,
,2.38E+00,-17.216E+00,521.58E+00,13.382E+00,2.74E+00,12.381E+00,
,-522.44E+00,-25.135E+00,-522.26E+00,6.825E+00,-518.86E+00,6.024E+00,
,2.51E+00,-15.486E+00,0.64E+00,17.644E+00,2.64E+00,28.812E+00,
,-518.60E+00,-23.494E+00,-0.44E+00,7.010E+00,-518.40E+00,8.128E+00,
,-516.97E+00,-17.661E+00,0.60E+00,12.775E+00,-517.10E+00,14.094E+00,
,-518.89E+00,-25.754E+00,-0.44E+00,4.635E+00,-518.73E+00,7.363E+00,
,2.34E+00,-18.172E+00,1.09E+00,14.940E+00,2.48E+00,14.992E+00,
,-521.95E+00,-23.037E+00,-2.23E+00,2.940E+00,-522.44E+00,7.332E+00,
,2.31E+00,-14.787E+00,6.92E+00,9.849E+00,2.45E+00,16.194E+00,
,-522.25E+00,-24.039E+00,-523.34E+00,4.329E+00,-520.94E+00,9.377E+00,
,-519.35E+00,-18.505E+00,0.80E+00,10.217E+00,1.73E+00,16.059E+00,
,-523.42E+00,-27.852E+00,-525.81E+00,1.012E+00,1.05E+00,5.388E+00,
,2.34E+00,-17.571E+00,0.60E+00,12.860E+00,3.13E+00,21.070E+00,
,-525.41E+00,-23.974E+00,-524.58E+00,1.833E+00,-522.70E+00,10.876E+00,
,-520.39E+00,-16.353E+00,0.77E+00,10.907E+00,2.64E+00,19.499E+00,
,-523.16E+00,-24.403E+00,-1.22E+00,2.303E+00,-523.45E+00,11.469E+00,
,5.80E+00,-16.617E+00,2.52E+00,11.664E+00,3.42E+00,21.016E+00,
,-527.43E+00,-23.964E+00,-4.38E+00,2.343E+00,-527.16E+00,12.090E+00,
,2.34E+00,-14.636E+00,1.91E+00,8.468E+00,2.48E+00,20.694E+00,
,-524.33E+00,-24.484E+00,-0.18E+00,1.528E+00,-524.75E+00,13.354E+00,
,-522.70E+00,-17.719E+00,0.86E+00,7.858E+00,-523.35E+00,18.740E+00,
,-525.31E+00,-24.922E+00,-526.82E+00,-0.003E+00,-524.07E+00,10.641E+00,
,2.61E+00,-16.394E+00,0.83E+00,7.039E+00,2.58E+00,18.765E+00,
,-526.91E+00,-23.931E+00,-528.32E+00,1.713E+00,-525.99E+00,13.666E+00,
,2.28E+00,-16.579E+00,0.57E+00,7.833E+00,3.42E+00,23.661E+00,
,-525.25E+00,-22.432E+00,-0.11E+00,-0.914E+00,-525.60E+00,14.414E+00,
,-524.24E+00,-16.336E+00,1.06E+00,6.794E+00,-524.53E+00,23.120E+00,
,-529.06E+00,-21.170E+00,-0.60E+00,-5.238E+00,-528.21E+00,14.678E+00,
,2.57E+00,-16.222E+00,3.05E+00,8.089E+00,2.25E+00,20.501E+00,
,-525.08E+00,-21.434E+00,-0.15E+00,-1.690E+00,-525.57E+00,14.657E+00,
,-523.36E+00,-14.752E+00,0.93E+00,5.311E+00,-524.17E+00,22.151E+00,
,-527.75E+00,-23.675E+00,-530.73E+00,-3.362E+00,-524.79E+00,12.273E+00,
,5.28E+00,-14.293E+00,4.38E+00,3.697E+00,2.71E+00,21.077E+00,
,-525.05E+00,-20.935E+00,-525.13E+00,-6.764E+00,-0.48E+00,16.880E+00,
,2.41E+00,-14.041E+00,2.46E+00,4.963E+00,2.81E+00,28.055E+00,
,-523.16E+00,-20.956E+00,-523.63E+00,-3.067E+00,-524.75E+00,16.061E+00,
,-521.76E+00,-14.721E+00,2.33E+00,2.045E+00,0.85E+00,23.498E+00,
,-522.96E+00,-20.419E+00,1.51E+00,-8.724E+00,-524.46E+00,15.599E+00,
,2.57E+00,-12.900E+00,3.83E+00,3.861E+00,0.69E+00,25.099E+00,
,-526.22E+00,-19.725E+00,0.96E+00,-5.321E+00,-528.14E+00,16.019E+00,
,2.28E+00,-12.026E+00,4.87E+00,4.418E+00,0.69E+00,23.696E+00,
,-530.13E+00,-21.648E+00,-523.86E+00,-5.548E+00,-523.58E+00,8.606E+00,
,-519.38E+00,-12.432E+00,2.39E+00,1.492E+00,0.88E+00,24.762E+00,
,-523.71E+00,-24.640E+00,-523.47E+00,-11.065E+00,-1.95E+00,14.726E+00,
,2.67E+00,-12.825E+00,2.62E+00,-0.450E+00,1.31E+00,26.215E+00,
,-520.81E+00,-17.238E+00,-520.34E+00,-5.808E+00,-0.35E+00,17.746E+00,
,-518.50E+00,-11.974E+00,-518.97E+00,-1.251E+00,0.79E+00,23.654E+00,
,-520.91E+00,-17.550E+00,-519.69E+00,-10.136E+00,-524.27E+00,18.491E+00,
,4.30E+00,-11.259E+00,3.73E+00,-1.696E+00,2.45E+00,24.116E+00,
,-521.17E+00,-19.143E+00,0.41E+00,-10.834E+00,-523.52E+00,16.944E+00,
,2.41E+00,-11.808E+00,3.05E+00,-3.395E+00,0.69E+00,24.914E+00,
,-523.42E+00,-16.746E+00,-523.08E+00,-9.555E+00,-520.85E+00,14.437E+00,
,-514.33E+00,-10.557E+00,2.62E+00,-3.322E+00,0.69E+00,22.744E+00,
,-517.88E+00,-18.245E+00,-518.39E+00,-10.593E+00,-0.32E+00,16.273E+00,
,3.84E+00,-10.964E+00,3.11E+00,-2.701E+00,1.05E+00,24.550E+00,
,-520.26E+00,-17.103E+00,-519.53E+00,-13.432E+00,-0.55E+00,17.707E+00,
,2.28E+00,-6.509E+00,2.72E+00,-2.721E+00,1.41E+00,32.965E+00,
,-518.21E+00,-13.979E+00,-517.02E+00,-11.450E+00,-518.99E+00,18.050E+00,
,-515.01E+00,-8.677E+00,2.00E+00,-4.745E+00,0.69E+00,26.818E+00,
,-517.39E+00,-16.317E+00,-4.09E+00,-13.091E+00,-519.64E+00,15.015E+00,
,2.61E+00,-6.199E+00,3.63E+00,-4.088E+00,0.56E+00,26.236E+00,
,-518.99E+00,-14.126E+00,-517.44E+00,-15.462E+00,-518.99E+00,11.778E+00,
,-511.75E+00,-5.972E+00,2.52E+00,-7.199E+00,0.75E+00,24.078E+00,
,-515.11E+00,-15.496E+00,-515.26E+00,-14.695E+00,-0.45E+00,14.308E+00,
,2.64E+00,-6.457E+00,2.72E+00,-6.754E+00,0.59E+00,24.831E+00,
,-517.46E+00,-14.448E+00,-517.09E+00,-16.529E+00,-0.55E+00,12.165E+00,
,2.41E+00,-1.369E+00,2.75E+00,-4.385E+00,2.45E+00,27.672E+00,
,-513.71E+00,-12.066E+00,-514.09E+00,-16.379E+00,-0.48E+00,16.493E+00,
,-512.63E+00,-6.598E+00,-512.69E+00,-8.996E+00,0.53E+00,23.490E+00,
,-513.51E+00,-11.708E+00,-515.65E+00,-16.211E+00,-0.58E+00,17.505E+00,
,2.57E+00,-4.295E+00,2.72E+00,-8.447E+00,515.55E+00,27.313E+00,
,-516.35E+00,-10.363E+00,-515.62E+00,-18.973E+00,-0.58E+00,12.972E+00,
,5.80E+00,-1.777E+00,2.75E+00,-10.398E+00,517.18E+00,24.324E+00,
,-513.48E+00,-10.087E+00,-513.47E+00,-17.658E+00,-0.68E+00,17.805E+00,
,-512.31E+00,-4.031E+00,-512.36E+00,-10.416E+00,0.46E+00,23.444E+00,
,-514.88E+00,-10.723E+00,-514.64E+00,-19.374E+00,-2.41E+00,16.666E+00,
,4.53E+00,2.857E+00,4.54E+00,-9.035E+00,0.62E+00,25.837E+00,
,-513.74E+00,-8.307E+00,-513.60E+00,-17.502E+00,-0.58E+00,18.426E+00,
,-512.47E+00,-3.110E+00,-512.40E+00,-11.313E+00,0.43E+00,23.382E+00,
,-513.71E+00,-6.478E+00,-514.41E+00,-17.958E+00,-0.97E+00,18.015E+00,
,2.44E+00,-1.789E+00,2.43E+00,-11.015E+00,516.07E+00,25.041E+00,
,1.24E+00,-6.972E+00,-515.81E+00,-21.229E+00,-0.91E+00,13.207E+00,
,4.43E+00,2.421E+00,3.08E+00,-13.270E+00,518.54E+00,23.178E+00,
,-515.18E+00,-7.401E+00,-516.73E+00,-27.830E+00,-0.78E+00,15.071E+00,
,2.05E+00,-0.072E+00,-511.19E+00,-13.020E+00,516.78E+00,22.318E+00,
,-515.63E+00,-4.698E+00,-515.39E+00,-19.946E+00,-0.71E+00,15.988E+00,
,2.05E+00,2.073E+00,2.75E+00,-14.470E+00,0.40E+00,23.640E+00,
,-518.86E+00,-5.278E+00,-517.96E+00,-19.124E+00,-1.27E+00,16.217E+00,
,1.89E+00,9.606E+00,2.82E+00,-8.416E+00,6.49E+00,27.232E+00,
,-516.71E+00,-4.022E+00,-517.35E+00,-20.568E+00,-0.68E+00,16.113E+00,
,2.31E+00,3.620E+00,-515.85E+00,-13.659E+00,518.97E+00,22.686E+00,
,-0.20E+00,-3.889E+00,-519.53E+00,-23.667E+00,-2.57E+00,13.281E+00,
,1.76E+00,3.793E+00,3.37E+00,-14.131E+00,521.90E+00,25.080E+00,
,-520.81E+00,-2.515E+00,-519.07E+00,-21.593E+00,-2.14E+00,13.595E+00,
,1.01E+00,6.548E+00,-517.28E+00,-14.607E+00,519.23E+00,23.623E+00,
,-521.73E+00,-3.047E+00,-519.66E+00,-24.569E+00,-2.34E+00,10.712E+00,
,-0.10E+00,6.182E+00,2.30E+00,-16.845E+00,-0.81E+00,21.291E+00,
,-523.62E+00,-1.964E+00,-521.45E+00,-24.097E+00,-2.76E+00,13.069E+00,
,0.52E+00,9.317E+00,2.78E+00,-12.810E+00,-0.94E+00,25.760E+00,
,-522.90E+00,-2.070E+00,-526.89E+00,-21.845E+00,-2.18E+00,12.040E+00,
,0.81E+00,5.658E+00,-520.05E+00,-12.804E+00,521.87E+00,22.128E+00,
,-0.82E+00,-1.128E+00,-521.90E+00,-22.693E+00,-5.66E+00,13.691E+00,
,0.85E+00,7.142E+00,2.92E+00,-15.050E+00,522.06E+00,21.257E+00,
,-10.46E+00,1.269E+00,-524.38E+00,-24.854E+00,-2.01E+00,7.035E+00,
,2.05E+00,11.207E+00,2.75E+00,-17.920E+00,525.35E+00,19.488E+00,
,-527.04E+00,2.215E+00,-524.67E+00,-24.257E+00,-2.54E+00,10.348E+00,
,0.55E+00,9.113E+00,-522.65E+00,-17.639E+00,523.59E+00,18.653E+00,
,-530.26E+00,1.240E+00,-527.70E+00,-26.287E+00,-2.67E+00,9.028E+00,
,0.78E+00,10.032E+00,3.01E+00,-15.843E+00,-0.97E+00,26.261E+00,
,-527.72E+00,2.863E+00,-528.39E+00,-25.278E+00,-2.27E+00,12.585E+00,
,0.78E+00,10.161E+00,-518.71E+00,-14.815E+00,525.97E+00,21.241E+00,
,-0.62E+00,4.040E+00,-525.55E+00,-23.423E+00,-2.44E+00,11.564E+00,
,0.78E+00,10.475E+00,2.46E+00,-16.893E+00,525.42E+00,20.727E+00,
,-0.52E+00,4.911E+00,-526.92E+00,-27.144E+00,-2.44E+00,4.914E+00,
,2.61E+00,10.600E+00,2.88E+00,-18.039E+00,528.12E+00,16.441E+00,
,-0.56E+00,5.853E+00,-526.01E+00,-24.517E+00,524.83E+00,9.163E+00,
,0.52E+00,11.809E+00,-524.90E+00,-18.708E+00,526.26E+00,14.695E+00,
,-529.61E+00,6.656E+00,-528.94E+00,-27.298E+00,-2.83E+00,6.841E+00,
,4.59E+00,14.728E+00,5.78E+00,-17.253E+00,525.68E+00,15.113E+00,
,-531.05E+00,3.496E+00,-528.45E+00,-25.640E+00,-5.47E+00,6.864E+00,
,0.45E+00,18.363E+00,2.82E+00,-14.177E+00,526.69E+00,21.596E+00,
,-0.43E+00,7.358E+00,-525.78E+00,-24.191E+00,523.88E+00,7.478E+00,
,0.78E+00,12.722E+00,-523.99E+00,-17.762E+00,525.32E+00,13.647E+00,
,-0.62E+00,5.903E+00,-527.41E+00,-25.819E+00,-2.47E+00,3.825E+00,
,5.86E+00,16.859E+00,2.98E+00,-13.833E+00,527.89E+00,17.715E+00,
,-0.62E+00,8.096E+00,-525.94E+00,-26.722E+00,522.22E+00,-0.919E+00,
,0.65E+00,15.383E+00,-521.06E+00,-18.738E+00,527.04E+00,13.352E+00,
,-529.22E+00,8.410E+00,-527.41E+00,-30.777E+00,-2.60E+00,0.445E+00,
,0.49E+00,19.356E+00,2.36E+00,-17.935E+00,523.36E+00,11.593E+00,
,-0.56E+00,4.044E+00,-523.11E+00,-27.048E+00,-2.41E+00,3.954E+00,
,527.39E+00,22.076E+00,2.95E+00,-14.878E+00,529.98E+00,13.911E+00,
,-0.65E+00,7.861E+00,-522.65E+00,-27.136E+00,521.02E+00,2.925E+00,
,0.49E+00,20.803E+00,-521.29E+00,-17.517E+00,522.65E+00,13.132E+00,
,-0.78E+00,10.735E+00,-521.87E+00,-24.178E+00,-3.64E+00,3.711E+00,
,0.72E+00,19.415E+00,3.70E+00,-15.662E+00,521.51E+00,15.142E+00,
,-6.65E+00,9.980E+00,-524.31E+00,-27.760E+00,-2.47E+00,-1.785E+00,
,0.45E+00,23.589E+00,2.65E+00,-17.818E+00,525.16E+00,12.392E+00,
,-0.62E+00,9.847E+00,-520.90E+00,-27.857E+00,519.06E+00,0.593E+00,
,522.64E+00,17.273E+00,1.78E+00,-16.860E+00,520.56E+00,9.348E+00,
,-1.92E+00,15.639E+00,0.15E+00,-26.033E+00,-5.08E+00,0.684E+00,
,525.37E+00,22.398E+00,8.06E+00,-15.189E+00,522.88E+00,7.798E+00,
,-0.88E+00,9.150E+00,-519.49E+00,-23.997E+00,517.50E+00,-3.396E+00,
,522.57E+00,21.814E+00,2.62E+00,-10.042E+00,520.66E+00,10.278E+00,
,-0.98E+00,15.568E+00,-519.27E+00,-24.590E+00,-3.51E+00,-2.172E+00,
,0.62E+00,22.878E+00,3.05E+00,-17.040E+00,518.77E+00,8.315E+00,
,-4.86E+00,14.296E+00,-520.37E+00,-25.464E+00,-2.57E+00,-8.683E+00,
,1.40E+00,21.456E+00,2.59E+00,-16.652E+00,521.90E+00,6.332E+00,
,-0.82E+00,13.972E+00,-518.16E+00,-23.136E+00,516.33E+00,-1.796E+00,
,518.46E+00,23.570E+00,1.64E+00,-15.751E+00,518.22E+00,6.438E+00,
,-9.81E+00,11.473E+00,0.67E+00,-24.365E+00,-11.52E+00,-3.272E+00,
,518.92E+00,21.377E+00,3.47E+00,-15.761E+00,517.31E+00,6.272E+00,
,-0.95E+00,16.009E+00,-2.00E+00,-22.633E+00,-2.27E+00,-3.118E+00,
,521.59E+00,23.252E+00,2.72E+00,-13.542E+00,519.81E+00,5.351E+00,
,-2.67E+00,16.333E+00,-517.74E+00,-21.240E+00,514.64E+00,-3.577E+00,
,516.51E+00,23.791E+00,0.67E+00,-13.854E+00,516.30E+00,3.960E+00,
,-3.42E+00,16.454E+00,-519.20E+00,-21.127E+00,-3.58E+00,-5.623E+00,
,-0.59E+00,22.502E+00,1.12E+00,-13.682E+00,517.83E+00,2.655E+00,
,-2.25E+00,17.745E+00,-517.02E+00,-20.603E+00,510.24E+00,-4.394E+00,
,518.07E+00,22.837E+00,1.61E+00,-15.058E+00,516.65E+00,1.408E+00,
,-5.05E+00,15.600E+00,-0.73E+00,-21.368E+00,-5.11E+00,-6.947E+00,
,515.01E+00,22.747E+00,1.81E+00,-14.062E+00,514.70E+00,2.198E+00,
,-2.71E+00,16.040E+00,-0.11E+00,-21.188E+00,-2.60E+00,-6.745E+00,
,517.10E+00,25.030E+00,1.48E+00,-12.584E+00,517.60E+00,1.300E+00,
,-2.18E+00,16.822E+00,-516.63E+00,-20.364E+00,513.40E+00,-8.150E+00,
,515.01E+00,25.924E+00,0.67E+00,-8.894E+00,514.96E+00,2.509E+00,
,-2.41E+00,15.331E+00,-516.66E+00,-18.278E+00,-2.60E+00,-7.839E+00,
,-0.59E+00,23.926E+00,0.64E+00,-11.275E+00,514.64E+00,0.429E+00,
,-2.41E+00,11.739E+00,-518.19E+00,-21.404E+00,-2.37E+00,-8.766E+00,
,515.37E+00,25.348E+00,0.93E+00,-10.067E+00,540.79E+00,0.984E+00,
,513.80E+00,18.171E+00,-1.12E+00,-18.902E+00,514.18E+00,-9.051E+00,
,515.37E+00,24.518E+00,0.80E+00,-10.604E+00,515.42E+00,-0.846E+00,
,-6.09E+00,18.770E+00,-0.57E+00,-19.062E+00,-5.73E+00,-9.884E+00,
,518.27E+00,25.165E+00,2.46E+00,-11.839E+00,518.61E+00,-2.611E+00,
,514.78E+00,19.720E+00,-0.44E+00,-16.292E+00,514.86E+00,-8.726E+00,
,517.00E+00,25.658E+00,0.77E+00,-10.408E+00,517.18E+00,-2.897E+00,
,-7.01E+00,16.741E+00,-521.61E+00,-17.718E+00,-2.05E+00,-13.703E+00,
,516.57E+00,26.367E+00,0.60E+00,-6.735E+00,518.64E+00,-0.709E+00,
,-3.29E+00,16.681E+00,-521.29E+00,-17.704E+00,-2.63E+00,-15.233E+00,
,518.43E+00,25.577E+00,0.73E+00,-8.301E+00,520.14E+00,-5.149E+00,
,516.02E+00,18.421E+00,-0.83E+00,-14.503E+00,516.72E+00,-12.807E+00,
,519.02E+00,28.348E+00,0.73E+00,-8.125E+00,519.26E+00,-5.685E+00,
,-3.68E+00,17.620E+00,-2.17E+00,-13.761E+00,-2.67E+00,-13.025E+00,
,518.69E+00,26.899E+00,1.06E+00,-6.625E+00,519.03E+00,-5.377E+00,
,-2.61E+00,20.192E+00,-1.25E+00,-14.518E+00,-2.47E+00,-14.655E+00,
,522.28E+00,26.194E+00,1.38E+00,-5.947E+00,522.91E+00,-6.685E+00,
,519.77E+00,18.387E+00,-0.50E+00,-13.293E+00,519.81E+00,-13.474E+00,
,521.14E+00,23.575E+00,0.70E+00,-8.842E+00,520.99E+00,-7.261E+00,
,-3.00E+00,18.627E+00,-3.27E+00,-13.811E+00,-2.67E+00,-16.515E+00,
,520.94E+00,30.304E+00,251.30E+00,-2.214E+00,521.31E+00,-1.158E+00,
,500.54E+00,15.011E+00,-0.90E+00,-15.880E+00,-4.29E+00,-24.949E+00,
,525.28E+00,25.889E+00,503.24E+00,-4.491E+00,524.99E+00,-8.315E+00,
,-2.58E+00,19.219E+00,-1.09E+00,-11.814E+00,-2.37E+00,-15.717E+00,
,523.25E+00,24.467E+00,1.97E+00,-4.732E+00,523.62E+00,-9.398E+00,
,-2.77E+00,21.167E+00,-2.10E+00,-11.635E+00,-2.47E+00,-18.787E+00,
,528.18E+00,26.354E+00,4.61E+00,-3.218E+00,527.47E+00,-10.177E+00,
,523.97E+00,18.508E+00,-0.47E+00,-9.595E+00,524.24E+00,-18.016E+00,
,525.08E+00,24.689E+00,0.60E+00,-1.659E+00,525.42E+00,-10.312E+00,
